"indicador";"País destino";"País origen";"Años";"País";"valor";"notas";"fuente";""
"Comercio intrarregional total de bienes";"Uruguay";"Cuba";"2012";"n/a";"1.2";"";"[765]"
"Comercio intrarregional total de bienes";"Asociación Latinoamericana de Integración (ALADI)";"Cuba";"2012";"n/a";"179.5";"";"[765]"
"Comercio intrarregional total de bienes";"Costa Rica";"Cuba";"2012";"n/a";"5.7";"";"[765]"
"Comercio intrarregional total de bienes";"El Salvador";"Cuba";"2012";"n/a";"0.3";"";"[765]"
"Comercio intrarregional total de bienes";"Guatemala";"Cuba";"2012";"n/a";"6.3";"";"[765]"
"Comercio intrarregional total de bienes";"Honduras";"Cuba";"2012";"n/a";"19.5";"";"[765]"
"Comercio intrarregional total de bienes";"Nicaragua";"Cuba";"2012";"n/a";"2.6";"";"[765]"
"Comercio intrarregional total de bienes";"Mercado Común Centroamericano (MCCA)";"Cuba";"2012";"n/a";"34.4";"";"[765]"
"Comercio intrarregional total de bienes";"Barbados";"Cuba";"2012";"n/a";"0.1";"";"[765]"
"Comercio intrarregional total de bienes";"Jamaica";"Cuba";"2012";"n/a";"1.3";"";"[765]"
"Comercio intrarregional total de bienes";"Bahamas";"Cuba";"2012";"n/a";"0.1";"";"[765]"
"Comercio intrarregional total de bienes";"Panamá";"Cuba";"2012";"n/a";"1";"";"[765]"
"Comercio intrarregional total de bienes";"República Dominicana";"Cuba";"2012";"n/a";"28.1";"";"[765]"
"Comercio intrarregional total de bienes";"América Latina y el Caribe";"Cuba";"2012";"n/a";"244.5";"";"[765]"
"Comercio intrarregional total de bienes";"Mundo";"Cuba";"2012";"n/a";"2447.4";"";"[765]"
"Comercio intrarregional total de bienes";"Argentina";"Ecuador";"2012";"n/a";"105.3";"";"[765]"
"Comercio intrarregional total de bienes";"Bolivia (Estado Plurinacional de)";"Ecuador";"2012";"n/a";"22.2";"";"[765]"
"Comercio intrarregional total de bienes";"Brasil";"Ecuador";"2012";"n/a";"136";"";"[765]"
"Comercio intrarregional total de bienes";"Chile";"Ecuador";"2012";"n/a";"1993.8";"";"[765]"
"Comercio intrarregional total de bienes";"Colombia";"Ecuador";"2012";"n/a";"1059.1";"";"[765]"
"Comercio intrarregional total de bienes";"Cuba";"Ecuador";"2012";"n/a";"16.9";"";"[765]"
"Comercio intrarregional total de bienes";"México";"Ecuador";"2012";"n/a";"101.1";"";"[765]"
"Comercio intrarregional total de bienes";"Paraguay";"Ecuador";"2012";"n/a";"3.4";"";"[765]"
"Comercio intrarregional total de bienes";"Perú";"Ecuador";"2012";"n/a";"1986.3";"";"[765]"
"Comercio intrarregional total de bienes";"Uruguay";"Ecuador";"2012";"n/a";"13.8";"";"[765]"
"Comercio intrarregional total de bienes";"Venezuela (República Bolivariana de)";"Ecuador";"2012";"n/a";"1007.9";"";"[765]"
"Comercio intrarregional total de bienes";"Asociación Latinoamericana de Integración (ALADI)";"Ecuador";"2012";"n/a";"6445.8";"";"[765]"
"Comercio intrarregional total de bienes";"Costa Rica";"Ecuador";"2012";"n/a";"20";"";"[765]"
"Comercio intrarregional total de bienes";"El Salvador";"Ecuador";"2012";"n/a";"147.2";"";"[765]"
"Comercio intrarregional total de bienes";"Guatemala";"Ecuador";"2012";"n/a";"97.1";"";"[765]"
"Comercio intrarregional total de bienes";"Honduras";"Ecuador";"2012";"n/a";"143.8";"";"[765]"
"Comercio intrarregional total de bienes";"Nicaragua";"Ecuador";"2012";"n/a";"18.9";"";"[765]"
"Comercio intrarregional total de bienes";"Mercado Común Centroamericano (MCCA)";"Ecuador";"2012";"n/a";"427";"";"[765]"
"Comercio intrarregional total de bienes";"Barbados";"Ecuador";"2012";"n/a";"0.9";"";"[765]"
"Comercio intrarregional total de bienes";"Guyana";"Ecuador";"2012";"n/a";"0.2";"";"[765]"
"Comercio intrarregional total de bienes";"Jamaica";"Ecuador";"2012";"n/a";"1.9";"";"[765]"
"Comercio intrarregional total de bienes";"Trinidad y Tabago";"Ecuador";"2012";"n/a";"5.4";"";"[765]"
"Comercio intrarregional total de bienes";"Bahamas";"Ecuador";"2012";"n/a";"0.7";"";"[765]"
"Comercio intrarregional total de bienes";"Belice";"Ecuador";"2012";"n/a";"0.1";"";"[765]"
"Comercio intrarregional total de bienes";"Haití";"Ecuador";"2012";"n/a";"7.9";"";"[765]"
"Comercio intrarregional total de bienes";"Panamá";"Ecuador";"2012";"n/a";"923.5";"";"[765]"
"Comercio intrarregional total de bienes";"República Dominicana";"Ecuador";"2012";"n/a";"42.1";"";"[765]"
"Comercio intrarregional total de bienes";"Suriname";"Ecuador";"2012";"n/a";"0.3";"";"[765]"
"Comercio intrarregional total de bienes";"América Latina y el Caribe";"Ecuador";"2012";"n/a";"7855.8";"";"[765]"
"Comercio intrarregional total de bienes";"Mundo";"Ecuador";"2012";"n/a";"23464.8";"";"[765]"
"Comercio intrarregional total de bienes";"Argentina";"México";"2012";"n/a";"1932.4";"";"[765]"
"Comercio intrarregional total de bienes";"Bolivia (Estado Plurinacional de)";"México";"2012";"n/a";"177.6";"";"[765]"
"Comercio intrarregional total de bienes";"Brasil";"México";"2012";"n/a";"5657.6";"";"[765]"
"Comercio intrarregional total de bienes";"Chile";"México";"2012";"n/a";"2251.5";"";"[765]"
"Comercio intrarregional total de bienes";"Colombia";"México";"2012";"n/a";"5592.3";"";"[765]"
"Comercio intrarregional total de bienes";"Cuba";"México";"2012";"n/a";"387.1";"";"[765]"
"Comercio intrarregional total de bienes";"Ecuador";"México";"2012";"n/a";"876.7";"";"[765]"
"Comercio intrarregional total de bienes";"Paraguay";"México";"2012";"n/a";"103.5";"";"[765]"
"Comercio intrarregional total de bienes";"Perú";"México";"2012";"n/a";"1527.7";"";"[765]"
"Comercio intrarregional total de bienes";"Uruguay";"México";"2012";"n/a";"293.8";"";"[765]"
"Comercio intrarregional total de bienes";"Venezuela (República Bolivariana de)";"México";"2012";"n/a";"2118.1";"";"[765]"
"Comercio intrarregional total de bienes";"Asociación Latinoamericana de Integración (ALADI)";"México";"2012";"n/a";"20918.3";"";"[765]"
"Comercio intrarregional total de bienes";"Costa Rica";"México";"2012";"n/a";"993.3";"";"[765]"
"Comercio intrarregional total de bienes";"El Salvador";"México";"2012";"n/a";"608.9";"";"[765]"
"Comercio intrarregional total de bienes";"Guatemala";"México";"2012";"n/a";"1827.3";"";"[765]"
"Comercio intrarregional total de bienes";"Honduras";"México";"2012";"n/a";"574.5";"";"[765]"
"Comercio intrarregional total de bienes";"Nicaragua";"México";"2012";"n/a";"722";"";"[765]"
"Comercio intrarregional total de bienes";"Mercado Común Centroamericano (MCCA)";"México";"2012";"n/a";"4726";"";"[765]"
"Comercio intrarregional total de bienes";"Barbados";"México";"2012";"n/a";"26.2";"";"[765]"
"Comercio intrarregional total de bienes";"Guyana";"México";"2012";"n/a";"11.3";"";"[765]"
"Comercio intrarregional total de bienes";"Jamaica";"México";"2012";"n/a";"194.8";"";"[765]"
"Comercio intrarregional total de bienes";"Trinidad y Tabago";"México";"2012";"n/a";"107.9";"";"[765]"
"Comercio intrarregional total de bienes";"Bahamas";"México";"2012";"n/a";"58.2";"";"[765]"
"Comercio intrarregional total de bienes";"Belice";"México";"2012";"n/a";"129.6";"";"[765]"
"Comercio intrarregional total de bienes";"Haití";"México";"2012";"n/a";"44.7";"";"[765]"
"Comercio intrarregional total de bienes";"Panamá";"México";"2012";"n/a";"1136";"";"[765]"
"Comercio intrarregional total de bienes";"República Dominicana";"México";"2012";"n/a";"874.7";"";"[765]"
"Comercio intrarregional total de bienes";"Suriname";"México";"2012";"n/a";"15.8";"";"[765]"
"Comercio intrarregional total de bienes";"América Latina y el Caribe";"México";"2012";"n/a";"28243.5";"";"[765]"
"Comercio intrarregional total de bienes";"Mundo";"México";"2012";"n/a";"362508.8";"";"[765]"
"Comercio intrarregional total de bienes";"Argentina";"Paraguay";"2012";"n/a";"604.3";"";"[765]"
"Comercio intrarregional total de bienes";"Bolivia (Estado Plurinacional de)";"Paraguay";"2012";"n/a";"89.1";"";"[765]"
"Comercio intrarregional total de bienes";"Brasil";"Paraguay";"2012";"n/a";"2851.6";"";"[765]"
"Comercio intrarregional total de bienes";"Chile";"Paraguay";"2012";"n/a";"187.2";"";"[765]"
"Comercio intrarregional total de bienes";"Colombia";"Paraguay";"2012";"n/a";"48.7";"";"[765]"
"Comercio intrarregional total de bienes";"Cuba";"Paraguay";"2012";"n/a";"0.6";"";"[765]"
"Comercio intrarregional total de bienes";"Ecuador";"Paraguay";"2012";"n/a";"11.8";"";"[765]"
"Comercio intrarregional total de bienes";"México";"Paraguay";"2012";"n/a";"89.4";"";"[765]"
"Comercio intrarregional total de bienes";"Perú";"Paraguay";"2012";"n/a";"161.3";"";"[765]"
"Comercio intrarregional total de bienes";"Uruguay";"Paraguay";"2012";"n/a";"99.6";"";"[765]"
"Comercio intrarregional total de bienes";"Venezuela (República Bolivariana de)";"Paraguay";"2012";"n/a";"60.5";"";"[765]"
"Comercio intrarregional total de bienes";"Asociación Latinoamericana de Integración (ALADI)";"Paraguay";"2012";"n/a";"4204.1";"";"[765]"
"Comercio intrarregional total de bienes";"Costa Rica";"Paraguay";"2012";"n/a";"6.2";"";"[765]"
"Comercio intrarregional total de bienes";"El Salvador";"Paraguay";"2012";"n/a";"1.6";"";"[765]"
"Comercio intrarregional total de bienes";"Guatemala";"Paraguay";"2012";"n/a";"1";"";"[765]"
"Comercio intrarregional total de bienes";"Honduras";"Paraguay";"2012";"n/a";"0.2";"";"[765]"
"Comercio intrarregional total de bienes";"Nicaragua";"Paraguay";"2012";"n/a";"4";"";"[765]"
"Comercio intrarregional total de bienes";"Mercado Común Centroamericano (MCCA)";"Paraguay";"2012";"n/a";"13";"";"[765]"
"Comercio intrarregional total de bienes";"Jamaica";"Paraguay";"2012";"n/a";"0.1";"";"[765]"
"Comercio intrarregional total de bienes";"Trinidad y Tabago";"Paraguay";"2012";"n/a";"1.9";"";"[765]"
"Comercio intrarregional total de bienes";"Bahamas";"Paraguay";"2012";"n/a";"0.1";"";"[765]"
"Comercio intrarregional total de bienes";"Belice";"Paraguay";"2012";"n/a";"3.5";"";"[765]"
"Comercio intrarregional total de bienes";"Haití";"Paraguay";"2012";"n/a";"0.3";"";"[765]"
"Comercio intrarregional total de bienes";"Panamá";"Paraguay";"2012";"n/a";"5.2";"";"[765]"
"Comercio intrarregional total de bienes";"República Dominicana";"Paraguay";"2012";"n/a";"34.6";"";"[765]"
"Comercio intrarregional total de bienes";"Suriname";"Paraguay";"2012";"n/a";"1.6";"";"[765]"
"Comercio intrarregional total de bienes";"América Latina y el Caribe";"Paraguay";"2012";"n/a";"4264.4";"";"[765]"
"Comercio intrarregional total de bienes";"Mundo";"Paraguay";"2012";"n/a";"7239.7";"";"[765]"
"Comercio intrarregional total de bienes";"Argentina";"Perú";"2012";"n/a";"194.1";"";"[765]"
"Comercio intrarregional total de bienes";"Bolivia (Estado Plurinacional de)";"Perú";"2012";"n/a";"560.1";"";"[765]"
"Comercio intrarregional total de bienes";"Brasil";"Perú";"2012";"n/a";"1402.9";"";"[765]"
"Comercio intrarregional total de bienes";"Chile";"Perú";"2012";"n/a";"2028.3";"";"[765]"
