"indicador";"Países";"Componente";"Tipo de combustible";"Años";"Información sobre la estructura de precios";"Datos sobre recaudacion";"valor";"notas";"fuente";""
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2002";"n/a";"n/a";"0.355";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2003";"n/a";"n/a";"0.412";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2004";"n/a";"n/a";"0.489";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2005";"n/a";"n/a";"0.6";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2006";"n/a";"n/a";"0.679";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2007";"n/a";"n/a";"0.739";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2008";"n/a";"n/a";"0.859";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2009";"n/a";"n/a";"0.619";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO REFINERIA";"GASOLINA CORRIENTE";"2001";"n/a";"n/a";"0.145";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"IMPUESTOS";"GASOLINA PREMIUN";"2001";"n/a";"n/a";"0.101";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"IMPUESTOS";"GASOLINA PREMIUN";"2002";"n/a";"n/a";"0.102";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"IMPUESTOS";"GASOLINA PREMIUN";"2003";"n/a";"n/a";"0.102";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"IMPUESTOS";"GASOLINA PREMIUN";"2004";"n/a";"n/a";"0.103";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"IMPUESTOS";"GASOLINA PREMIUN";"2005";"n/a";"n/a";"0.104";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"IMPUESTOS";"GASOLINA PREMIUN";"2006";"n/a";"n/a";"0.127";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"IMPUESTOS";"GASOLINA PREMIUN";"2007";"n/a";"n/a";"0.131";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"IMPUESTOS";"GASOLINA PREMIUN";"2008";"n/a";"n/a";"0.134";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"IMPUESTOS";"GASOLINA PREMIUN";"2009";"n/a";"n/a";"0.127";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA PREMIUN";"2001";"n/a";"n/a";"0.4";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA PREMIUN";"2002";"n/a";"n/a";"0.38";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA PREMIUN";"2003";"n/a";"n/a";"0.438";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA PREMIUN";"2004";"n/a";"n/a";"0.515";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA PREMIUN";"2005";"n/a";"n/a";"0.626";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA PREMIUN";"2006";"n/a";"n/a";"0.706";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA PREMIUN";"2007";"n/a";"n/a";"0.768";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA PREMIUN";"2008";"n/a";"n/a";"0.891";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA PREMIUN";"2009";"n/a";"n/a";"0.654";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO REFINERIA";"GASOLINA PREMIUN";"2001";"n/a";"n/a";"0.145";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO REFINERIA";"GLP";"2001";"n/a";"n/a";"0.143";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Precio internacional";"PRECIO FINAL (CONSUMIDOR)";"KEROSENE";"2001";"n/a";"n/a";"0.139";"[4931]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"DIESEL OIL";"2001";"n/a";"n/a";"0.281";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"DIESEL OIL";"2002";"n/a";"n/a";"0.14530646";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"DIESEL OIL";"2003";"n/a";"n/a";"0.19571157";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"DIESEL OIL";"2004";"n/a";"n/a";"0.17804398";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"DIESEL OIL";"2005";"n/a";"n/a";"0.18630447";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"DIESEL OIL";"2006";"n/a";"n/a";"0.17867627";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"DIESEL OIL";"2007";"n/a";"n/a";"0.19852629";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"DIESEL OIL";"2008";"n/a";"n/a";"0.22804242";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"DIESEL OIL";"2009";"n/a";"n/a";"0.237651";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"DIESEL OIL";"2001";"n/a";"n/a";"0.569";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"DIESEL OIL";"2002";"n/a";"n/a";"0.32692302";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"DIESEL OIL";"2003";"n/a";"n/a";"0.46451295";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"DIESEL OIL";"2004";"n/a";"n/a";"0.47343866";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"DIESEL OIL";"2005";"n/a";"n/a";"0.49271786";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"DIESEL OIL";"2006";"n/a";"n/a";"0.46827566";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"DIESEL OIL";"2007";"n/a";"n/a";"0.52106631";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"DIESEL OIL";"2008";"n/a";"n/a";"0.59017915";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"DIESEL OIL";"2009";"n/a";"n/a";"0.6099333";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"DIESEL OIL";"2001";"n/a";"n/a";"0.211";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"DIESEL OIL";"2002";"n/a";"n/a";"0.13985277";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"DIESEL OIL";"2003";"n/a";"n/a";"0.21225836";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"DIESEL OIL";"2004";"n/a";"n/a";"0.25821053";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"DIESEL OIL";"2005";"n/a";"n/a";"0.26852261";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"DIESEL OIL";"2006";"n/a";"n/a";"0.25678073";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"DIESEL OIL";"2007";"n/a";"n/a";"0.28540352";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"DIESEL OIL";"2008";"n/a";"n/a";"0.33308726";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"DIESEL OIL";"2009";"n/a";"n/a";"0.3433278";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"MARGÉN BRUTO";"DIESEL OIL";"2001";"n/a";"n/a";"0.077";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"MARGÉN BRUTO";"DIESEL OIL";"2002";"n/a";"n/a";"0.04176379";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"MARGÉN BRUTO";"DIESEL OIL";"2003";"n/a";"n/a";"0.05654303";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"MARGÉN BRUTO";"DIESEL OIL";"2004";"n/a";"n/a";"0.03718415";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"MARGÉN BRUTO";"DIESEL OIL";"2005";"n/a";"n/a";"0.03789078";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"MARGÉN BRUTO";"DIESEL OIL";"2006";"n/a";"n/a";"0.03281866";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"MARGÉN BRUTO";"DIESEL OIL";"2007";"n/a";"n/a";"0.0371365";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"MARGÉN BRUTO";"DIESEL OIL";"2008";"n/a";"n/a";"0.02904947";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"MARGÉN BRUTO";"DIESEL OIL";"2009";"n/a";"n/a";"0.0289545";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"FUEL OIL";"2001";"n/a";"n/a";"0.037";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"FUEL OIL";"2002";"n/a";"n/a";"0.02843611";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"FUEL OIL";"2003";"n/a";"n/a";"0.04082679";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"FUEL OIL";"2004";"n/a";"n/a";"0.04898502";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"FUEL OIL";"2005";"n/a";"n/a";"0.06450393";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"FUEL OIL";"2006";"n/a";"n/a";"0.0977959";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"FUEL OIL";"2007";"n/a";"n/a";"0.10017937";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"FUEL OIL";"2008";"n/a";"n/a";"0.12051831";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"FUEL OIL";"2009";"n/a";"n/a";"0.0993352";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"FUEL OIL";"2001";"n/a";"n/a";"0.184";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"FUEL OIL";"2002";"n/a";"n/a";"0.13969831";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"FUEL OIL";"2003";"n/a";"n/a";"0.20057009";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"FUEL OIL";"2004";"n/a";"n/a";"0.24064912";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"FUEL OIL";"2005";"n/a";"n/a";"0.31688898";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"FUEL OIL";"2006";"n/a";"n/a";"0.48044272";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"FUEL OIL";"2007";"n/a";"n/a";"0.49215199";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"FUEL OIL";"2008";"n/a";"n/a";"0.59207129";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"FUEL OIL";"2009";"n/a";"n/a";"0.4880049";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"FUEL OIL";"2001";"n/a";"n/a";"0.146";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"FUEL OIL";"2002";"n/a";"n/a";"0.1112622";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"FUEL OIL";"2003";"n/a";"n/a";"0.1597433";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"FUEL OIL";"2004";"n/a";"n/a";"0.19166409";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"FUEL OIL";"2005";"n/a";"n/a";"0.25238505";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"FUEL OIL";"2006";"n/a";"n/a";"0.38264682";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"FUEL OIL";"2007";"n/a";"n/a";"0.39197262";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"FUEL OIL";"2008";"n/a";"n/a";"0.47155298";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO REFINERIA";"FUEL OIL";"2009";"n/a";"n/a";"0.3886697";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"GASOLINA CORRIENTE";"2001";"n/a";"n/a";"0.609";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"GASOLINA CORRIENTE";"2002";"n/a";"n/a";"0.24458641";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"GASOLINA CORRIENTE";"2003";"n/a";"n/a";"0.2879974";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"GASOLINA CORRIENTE";"2004";"n/a";"n/a";"0.28566013";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"GASOLINA CORRIENTE";"2005";"n/a";"n/a";"0.28796865";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"GASOLINA CORRIENTE";"2006";"n/a";"n/a";"0.27368342";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"GASOLINA CORRIENTE";"2007";"n/a";"n/a";"0.27987045";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"GASOLINA CORRIENTE";"2008";"n/a";"n/a";"0.32665903";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"IMPUESTOS";"GASOLINA CORRIENTE";"2009";"n/a";"n/a";"0.3325604";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2001";"n/a";"n/a";"0.884";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2002";"n/a";"n/a";"0.43287716";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2003";"n/a";"n/a";"0.58011894";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2004";"n/a";"n/a";"0.57571454";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2005";"n/a";"n/a";"0.58174263";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2006";"n/a";"n/a";"0.55288419";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2007";"n/a";"n/a";"0.56490915";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2008";"n/a";"n/a";"0.68245561";"[5318]";"[804]"
"Precio de los combustibles (Comparación en dólares)";"Argentina";"PRECIO FINAL (CONSUMIDOR)";"GASOLINA CORRIENTE";"2009";"n/a";"n/a";"0.6909592";"[5318]";"[804]"
